Source: www.abc.org.uk/data Detailed Data Exported: 08/11/2022 12:15:44 
Copyright & Database right – all rights reserved. see www.abc.org.uk/copyright for details
"PERIOD","START DATE","END DATE","TITLE","REGISTRATION STATUS","OWNER","MARKET SECTOR","ISSUES","COVER PRICE","REGION","PLATFORM","CATEGORY/RATE","AVG. PER ISSUE"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autocar - Print","Registered","Haymarket Consumer Media","Motoring & Motorcycling: Motoring - General","50","£3.80","Other Countries","Print","Free Copies - Regular Net","6"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","UK / ROI","Print","Paid Single Copies - Full Rate","2154"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","Other Countries","Print","Paid Single Copies - Full Rate","36"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","UK / ROI","Digital","Paid Single Copies - 20-99%","9"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","Other Countries","Digital","Paid Single Copies - 20-99%","8"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","UK / ROI","Print","Paid Subscriptions - 20-99%","631"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","UK / ROI","Digital","Paid Subscriptions - 20-99%","118"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","Other Countries","Print","Paid Subscriptions - 20-99%","108"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","Other Countries","Digital","Paid Subscriptions - 20-99%","180"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","UK / ROI","Digital","Paid Subscriptions - All You Can Read","914"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","Other Countries","Digital","Paid Subscriptions - All You Can Read","358"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","UK / ROI","Print","Paid Subscriptions - Below 20%","28"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","Other Countries","Digital","Paid Subscriptions - Below 20%","2"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","UK / ROI","Print","Paid Subscriptions - Full Rate","3331"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","Other Countries","Print","Paid Subscriptions - Full Rate","263"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","UK / ROI","Print","Free Copies - Regular Net","129"
"Jan - Dec 2021","2021-01-01","2021-12-31","Autosport","Registered","Autosport Media UK Ltd","Motoring & Motorcycling: Motoring - Sporting","51","£3.99","Other Countries","Print","Free Copies - Regular Net","14"
"Jan - Dec 2021","2021-01-01","2021-12-31","Baby Shark","Registered","Immediate Media Company","Children's Magazines: Pre-School","11","£3.99","UK / ROI","Print","Paid Single Copies - Full Rate","22380"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","UK / ROI","Print","Paid Single Copies - Full Rate","4856"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","Other Countries","Print","Paid Single Copies - Full Rate","84"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","UK / ROI","Digital","Paid Single Copies - 20-99%","24"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","Other Countries","Digital","Paid Single Copies - 20-99%","11"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","UK / ROI","Print","Paid Subscriptions - 20-99%","27319"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","UK / ROI","Digital","Paid Subscriptions - 20-99%","405"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","Other Countries","Print","Paid Subscriptions - 20-99%","283"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","Other Countries","Digital","Paid Subscriptions - 20-99%","173"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","UK / ROI","Digital","Paid Subscriptions - All You Can Read","2898"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","Other Countries","Digital","Paid Subscriptions - All You Can Read","1270"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","UK / ROI","Print","Paid Subscriptions - Below 20%","120"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","UK / ROI","Digital","Paid Subscriptions - Below 20%","16"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","Other Countries","Digital","Paid Subscriptions - Below 20%","5"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","UK / ROI","Print","Paid Subscriptions - Full Rate","5525"
"Jan - Dec 2021","2021-01-01","2021-12-31","BBC Countryfile Magazine","Registered","Immediate Media Company","Leisure Interests: Camping/Walking/Climbing","13","£4.75","Other Countries","Print","Paid Subscriptions - Full Rate","25"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","UK / ROI","Print","Paid Single Copies - Full Rate","12925"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","Other Countries","Print","Paid Single Copies - Full Rate","219"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","UK / ROI","Print","Paid Single Copies - 20-99%","590"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","UK / ROI","Digital","Paid Single Copies - 20-99%","31"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","Other Countries","Digital","Paid Single Copies - 20-99%","10"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","UK / ROI","Print","Paid Subscriptions - 20-99%","5505"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","UK / ROI","Digital","Paid Subscriptions - 20-99%","636"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","Other Countries","Print","Paid Subscriptions - 20-99%","114"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","Other Countries","Digital","Paid Subscriptions - 20-99%","217"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","UK / ROI","Digital","Paid Subscriptions - All You Can Read","5306"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","Other Countries","Digital","Paid Subscriptions - All You Can Read","1147"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","UK / ROI","Print","Paid Subscriptions - Below 20%","6"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","UK / ROI","Print","Paid Subscriptions - Full Rate","2547"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Easy Cook","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","4","£3.99","Other Countries","Print","Paid Subscriptions - Full Rate","19"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","UK / ROI","Print","Paid Single Copies - Full Rate","35852"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","Other Countries","Print","Paid Single Copies - Full Rate","1052"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","UK / ROI","Print","Paid Single Copies - 20-99%","3564"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","UK / ROI","Digital","Paid Single Copies - 20-99%","102"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","Other Countries","Digital","Paid Single Copies - 20-99%","40"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","UK / ROI","Print","Paid Subscriptions - 20-99%","193810"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","UK / ROI","Digital","Paid Subscriptions - 20-99%","5131"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","Other Countries","Print","Paid Subscriptions - 20-99%","2167"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","Other Countries","Digital","Paid Subscriptions - 20-99%","1894"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","UK / ROI","Digital","Paid Subscriptions - All You Can Read","4782"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","Other Countries","Digital","Paid Subscriptions - All You Can Read","3229"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","UK / ROI","Print","Paid Subscriptions - Below 20%","358"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","UK / ROI","Digital","Paid Subscriptions - Below 20%","21"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","Other Countries","Print","Paid Subscriptions - Below 20%","3"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","Other Countries","Digital","Paid Subscriptions - Below 20%","13"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","UK / ROI","Print","Paid Subscriptions - Full Rate","4887"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","Other Countries","Print","Paid Subscriptions - Full Rate","1194"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","UK / ROI","Print","Paid Subscriptions - Multiple Copy","6"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Gardeners' World","Registered","Immediate Media Company","Home Interest: Gardening","6","£5.60","Other Countries","Print","Paid Subscriptions - Multiple Copy","21"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","UK / ROI","Print","Paid Single Copies - Full Rate","46133"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","Other Countries","Print","Paid Single Copies - Full Rate","1699"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","UK / ROI","Print","Paid Single Copies - 20-99%","8942"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","UK / ROI","Digital","Paid Single Copies - 20-99%","237"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","Other Countries","Digital","Paid Single Copies - 20-99%","84"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","UK / ROI","Print","Paid Subscriptions - 20-99%","104378"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","UK / ROI","Digital","Paid Subscriptions - 20-99%","3685"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","Other Countries","Print","Paid Subscriptions - 20-99%","1365"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","Other Countries","Digital","Paid Subscriptions - 20-99%","1510"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","UK / ROI","Digital","Paid Subscriptions - All You Can Read","14124"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","Other Countries","Digital","Paid Subscriptions - All You Can Read","7094"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","UK / ROI","Print","Paid Subscriptions - Below 20%","4842"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","UK / ROI","Digital","Paid Subscriptions - Below 20%","80"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","Other Countries","Digital","Paid Subscriptions - Below 20%","10"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","UK / ROI","Print","Paid Subscriptions - Full Rate","4853"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","Other Countries","Print","Paid Subscriptions - Full Rate","1613"
"Jul - Dec 2021","2021-07-01","2021-12-31","BBC Good Food","Registered","Immediate Media Company","Women's Interests: Cookery & Kitchen","6","£5.25","UK / ROI","Print","Paid Subscriptions - Multiple Copy","16"
